내용,Translated 내용
"정상적인 집에서 맞벌이하면 서울 3,4억따리 5년이면 충분히 산다.뭐가 비싸냐. 강남 남 쳐다보니 비싸지.","If you work in a normal house, you will live enough in 5 years in Seoul.It is expensive to look at Gangnam Nam."
"비싸단 소리는 50년 내내.....비싸도 대출받고 열심히 벌어 갚고....
그래야는거지..그래서 갈아타면서 돈 버는 겁니다.","The sound of expensive is expensive for 50 years ..... Even if it is expensive, I get a loan and earns it back.
So that's what you want to make money while changing."
"이기자님 올만에 제대로된 가보았네여,,","I have seen the right after this,"
"문재인이 다 뒤집어 써야 할일을 가만히 시장에 자정작용에 맡기면 될것을
Pf랑 둔촌 일병 구하기 하다가
이대남표 다 날라감;;;","What Moon Jae -in should turn upside down to the market will be left to the market.
I saved PF and Dunchon
Ewha University vote flies ;;;"
"자본주의 시장에서 2,30대가 무슨죄냐, 집값 더떨어져야 한다라는 헛소리는 제발 때려쳐라~ 시장가는 수요, 공급에서 결정된다. 정부도 어쩔수없다. 싫으면 공산주의 북한으로 가라~집값 폭등없다","In the capitalist market, what sin is in your 2 and 30s, the bullshit that you have to fall out of the price of the house.The government is inevitable.If you don't like it, go to communist North Korea ~ There is no increase in house prices"
문죄인 정부가 무너뜨린 부동산 정책 참으로 피해가 오래간다 소환해서 엄벌하라,"Real estate policy, which is broken down by the government, has been damaged for a long time. Summon and punish."
왜비싼지이유를알아야지,I need to know the reason why it is expensive
부동산 올라서 문통령 욕하면서 윤 찍던 인간들이...부동산 떨어지는 걸 죽어라고 막고 있는 윤통은 왜 욕 안하는지 당췌 이해가 안됨 ㅋㅋㅋㅋㅋ,"Yuntong, who climbed the real estate and sweared by the Yoon Tae -tae ... I don't understand why Yun Tong, who is preventing his real estate falling fall, is not swearing."
남자1억 여자1억 똑같이출발해라. 남자는집 여자는혼수같은소리하는여자는 애시당초 시작을 말아라,Start the same thing with 100 million men.A woman who is a man with a coma is a coma.
자녀에게 몇억씩 보태줄수 있는게 어디냐? 대부분은 결혼도 못한다. 그개서 집값이 2015년 수준으로 돌아가야 한다,Where can you add hundreds of billions to your children?Most of them are not married.The house price must return to the level of 2015
270만가구 공급 공갈사기친 윤석열과 원희룡 추경호 이현복 이창용 김기현 집값6적들이 서민들 죽이려고 집값 폭등 시키고 싶어 환장했다.집값6적들은 모두 감옥으로보내야 마땅하다,"2.7 million households, the supplies of the supply of households, Yoon Seok -yeol and Won Hee -ryong, Lee Hyun -bok, Lee Chang -yong, Kim Ki -hyun, Kim Ki -hyun's house prices, wanted to skip the price of house prices to kill the common people."
멋지다...  우리회사. ..대놓고 결혼하지말라는데....부럽다...,Cool ... our company... I don't get married ... I envy you ...
연일 저출산 심각하다 떠들어 대지만 현실적인 대책을 내놓는건 없음. 결정적으로 실질적 개선 가능한 주체인 정치인들의 관심사가 아님. 총선 승리 지들 밥그릇 챙기고 삥땅치기가 주목적인 이유고 아직 터지지 않은 폭탄이라 그럼. 나중에 터져도 그때 정권탓 하거나 좌우탓 하면 장땡인지라.,"It's a serious low birth rate every day, but it's not a realistic countermeasure.It is not a concern of politicians who are decisively improved subjects.The general election victory is the main reason for taking care of the rice bowls and the bombs that have not burst yet.Even if it burst later, it would be blamed by the regime or blaming it left and right."
"저 구간에 들어가면 막상 실수령은 별차이 없는데 각종 세제혜택이나 지원, 특별공급등이 소득으로 다 끊겨버린다","If you enter that section, there is no difference in realism, but various tax benefits, support, and special supply are cut off into income."
고소득자는 월 실수령액이 1000만원 넘는 사람으로 다시정해야 하지않을까 연봉 1억이라도 실수령액은 월650도 안된다 월 500이 무슨 고소득자야,"The high -income earners should be over 10 million won per month, even if the annual salary is 100 million won, the real income is less than 650 degrees per month."
애 키우는 집에 파격적인 혜택을 줘야 주변에서 보고 애 낳을만 하겠구나 생각하고 애를 낳는 거지. 맨날 일 안하는 청년들이나 애 안낳는 신혼부부들 혜택 주고 아주 제대로 헛발질이다~~,You have to give a huge benefit to your home so that you will see it around you and have a child.Young people who do not work all the time or newlywed couples who are not born with the benefits are very well.
"고소득자 일 수록 무자녀 인게 왜 인것 같은데?? 통계 보면 모르나~?? 일에 치여서 숨쉬는 것 조차 힘든데 애를 낳겠어요~?? 그리고 애를 낳아도 1년의 반은 애가 아파서 일도 못하고 어린이집 보내도 아파서 일도 못해요. 진짜 애들 커가면 10명 중 8명은 초등학교 들어갈 때까지 소아과 매번 가고, 한달가까이 구내염, 수족구, 고열, 독감 등으로 가정보육 해야 합니다. 집도 집이지만, 직장내에서 감염병으로 인한 가정보육시 자유로운 휴가 및 재택근무 해주셔야 합니다.","Why do you think it is a high -income student?You don't know if you look at the statistics ~ ??It's hard to breathe because I'm hit by work, but I will have a child ~ ??And even if you have a child, half of the year is sick, so you can't work and send a daycare center.If you go to the real kids, eight out of 10 people go to pediatrics every time they enter elementary school, and have to go to stomatitis, aquarium, high fever, and flu for nearly a month.The house is a house, but you must work for free vacation and home due to infectious diseases in the workplace."
"맞벌이로 잡히니까 부부합산소득 기준으로 고소득이면 당연히 낮게 잡히지. 
한국은 외벌이로 많이 벌지 않는이상 애를 낳기 힘든구조임. 외벌이로 6천을 버는 부부가 있으면 자녀가 있을 확률이 높고, 부부둘이서 8천을 벌고 자녀 없으면 이게 진정 고소득이라 할 수 있나? 애 낳으면 반 토막 날 수도 있는 상황에??

외벌이 소득 기준 자녀유무랑 합산소득 나눠서 계산해야지 이 무슨 엉터리 기사임?","Since it is caught as a double income, it is obviously low if it is a high income based on the combined income of the couple.
Korea is a structure that is difficult to give birth unless you earn a lot as a foreigner.If there is a couple who earn 6,000 as a single ear, there is a high probability of having children, and if two couples earn 8,000 and do not have children, can this be a truly high income?If you have a baby, you might cut it in half ??

Squadron should be calculated by dividing the income based on the income based on the income of income."
막상 못사는 사람이 애들도 잔뜩 낳음,People who can't live have a lot of kids
소득 8000넘지만 ㅋ3인가족 외벌이 저축못한다 나라에서 고소득으로 세금 엄청걷고 실상은 별차이도없음,More than 8000 income.
"연봉 7천이 고소득자라고? 자산이 10억있으면 모를까 연봉 7천 받아봤자 애 어떻게 키우냐 집값내기도 바쁘다 
돈벌려면 일해야하고 일하면 애들 기관이나 학원에 종일 맡겨야하고~ 
현실적으로 키울 수 있게 근무시간을 4시까지로 줄여주던지! 
연봉 조금씩 올라도 집값 물가는 급속도로 오른다… 
왜 이걸 모르는지 이해가 안되네…","The annual salary is 7,000?I don't know if there are 1 billion assets.
To make money, you have to work and if you work, you have to leave it all day to the kids or institutions.
Reduce your working hours to 4 o'clock so that you can grow in reality!
Even if the annual salary goes up little by little, the price of house prices rise rapidly…
I don't understand why I don't know this…"
"아니 기사 진짜 대충쓰네. 맞벌이니까 연소득7000이지, 육아 시작하고 외벌이하면 저돈이 되겠냐? 생각이 없네. 애를 안낳으니까 7천소득이고, 애 낳는순간 4천되는데 누가 낳아. 뇌에 뭐가 있는건지, 기자라면 팩트를 말하고 나아질수있는 방향으로 글을 써라. 소득이 높아서 안낳는게 아니라, 애를 안낳으니까 소득이 높은거다.어휴 주급만 먹는 안토니같은것들","No article is really rough.Because it is a double income, it is an annual income of 7000.I have no idea.I don't have a baby, so 7,000 income is, and the moment I have a child, I have 4,000.If you are a reporter, please tell the fact that you can get better.Not because of the high income, but because of the high income because they don't have a child."
돈 열심히벌면머하나... 남의 자식 등록금 남의 집 병원비 남의 집에서 내다버린 노인들 부양하느라 세금이랑 4대보험으로 다뜯어가는데... 거지들 먹이고 입히느라 정작 열심히 사는 사람은 출산을 포기하는거지... 세금한푼도안내는 근로소득자 만 1000만명정도되는데 이런사람들이 투표로 나라 망쳐서 먹여살리다보니 애를 낳을 엄둘 못내는거지...,"If you pay for it, you can get one ... Tuition fees of others' homes of other homes in other homes of other people who have left the house of other people who have left the house of taxes and four major insurance.... There are only about 10 million earned income for taxes, and these people are ruined and feeded by voting."
너무 비싼 집값에 아이 키울 경제적 능력 불안한 미래 때문임,This is because of the unstable future of economic ability to raise children at too expensive house prices.
돈이 없어서 애를 안낳는게 아니야.요즘같이 살기좋은세상에 돈때문이란건 핑계고 개개인이 자기 시간이 줄어들고 귀찬으니까 안 키우는거야.아무리 나라에서 복지를 해주고 부모가 재산 물려줘도 지금은 나밖에 모르는 개인주의 시대라 어쩔수없는거야.모든일에 애가 걸림돌 되는게 싫은거지.,"I don't have money because I don't have money. In a world that is good to live like these days, it's an excuse for money because of money, and individuals are reducing their own time and not raising them.I can't help it because it's time."
"저출산의 원인이 돈 때문만은 아니다 라는 걸  모르는 거야? 모르는 척 하는 거야?
전자라면 한국은 노답이고  후자라면 더 답이 없음  ㅋㅋㅋㅋㅋ","Don't you know that the cause of low birth rates is not just because of money?Do you pretend you don't know?
If it is the former, Korea is no answer and the latter is no more answer ㅋㅋ ㅋㅋㅋ"
수입 많을 수록 커리어가 끊기는 건 타격이 너무 크니까. 당연하지.,"The more imported, the bigger the career is.of course."
집값때문에 애를 안낳는게아니라 본인들 일이나 삶에 더 집중하는거야,"It's not because of the price of house, but you focus more on your work or life."
"소득 높다는 핑계로 이런저런 저출산정책 그나마 있는것도 다 예외 아니냐? 돈 많이 드는거 매한가지, 낳고싶은 생각안들게 하는 사회분위기도 다 같은 상황인데, 돈 많이 버는 사람은 안낳아도 된다는 얘기 아니었나요. 아직 정부가 보기엔 찬밥 더운밥가릴때인가보지.","Isn't it the exception that all of the low birthrate policies are the excuses of income high?One thing that costs a lot of money, the social atmosphere that doesn't want to be born, is the same situation.It is still when the government is covered with hot rice."
"돈이 많다고 애 많이 낳는거면 이재용은 몇명을 나아야하냐? 이게 돈과의 연과성 보다는 개인주의, 사회적인 풍조에서 오는게 더 큰 법인데 연일 티비에서는 나혼자 잘먹고 잘사는게 재밌다는 방송이나하고, 시댁에서는 무슨 괴물이 사는듯이 깎아내리고, 출산하고 애볼바에는 일하는게 백배 낫다고 떠들어대니 누가 결혼하고 애를 낳겠냐? 이렇게 티비에서 연일 떠들어대도 출산을 이정도 하는것은 그나마 현실에서는 결혼해서 애 키우면서 사는게 그런 티비 보고 깔깔대는것보다 훨씬 마음의 안정이오고, 행복하다는것의 반증 아니겠냐? 행복을 티비에서 찾지마라","If you have a lot of money, how many people should Lee Jae -yong get?This is a bigger law that comes from individualism and social trend than the kite with money, but it is fun to eat well and live well on TV every day, and it is a hundred times better to cut off as if a monster is living in the house.Who will marry and have a child?Is it not a testament to that it's much more stable and happy to be married and raised in reality.Don't find happiness on TV"
"애들 낳아봤자, 대기업,공기업같은 좋은 직장 들어가는 비율은 10퍼센트 정도 나머지 90프로중에 30프로는 일반적인 직장들어가고 나머지 60프로는 그냥 노예처럼 사는거다","If you have children, the proportion of good jobs such as large corporations and public companies is about 10 percent, and 30 percent of the remaining 90 percent is a general job and the remaining 60 percent is just a slave."
희생이 당연시 되던 시대는 끝나서 그렇게 교육 받지도 않았고 부족함 없이 자라서 누릴줄 아는 어른이 되었거나 혹은 가난을 어릴때부터 경험해서 열등감과 피해의식이 자리잡은 어른이 되었는데 혼인 출산 육아를 할까요? 개인의 행복이 더 중요하고 나 자신에게 집중하고 싶죠. 게다가 국가는 날이 갈수록 가관이 되어만 가는데요.,"The time when the sacrifice was taken for granted was not so educated, and I became an adult who became an adult who grew up without lack of lack, or when I was young, I became an adult with inferiority and damage.Personal happiness is more important and I want to focus on myself.Besides, the country goes to be spectacular day by day."
중1.초6.초6. 셋 키우고있습니다ᆢ주택담보 대출에 아이들 학원비에 식비에 한달에 숨만 쉬어도 나가는 고정비가 장난아닙니다!!정부는 아이들 키울때 돈이 언제가 많이 드는지도 모는것 같습니다ᆢ정부지원금도 초1들어가면 끝입니다ᆢ!!그때부터 시작입니다ᆢ금융사 어떤 대출상품은 초입전과 대학생때는 대출해주는데ㆍ저희는 해당이 안된다고 하던군요ᆢ초ㆍ중ㆍ고 키우는 부모들은 공감하실꺼에요ᆢ매달매달 필요하니까ᆢ그러다보니 부모들은 나이들고 빚만 늘어가는거~ 이럴줄 알았으면 한명 낳아서 다해줄껄 그랬습니다ᆢ부모들 마음은 못해줄때 찢어져요!,"Middle 1. second 6. Second 6.I am raising three ᆢ I don't have to play a fixed cost of children's school expenses for a month.It's starting from then on ᆢ Some loan products are loaned in the first place and college students.If I knew it would be this, I would have one person and do it."
"소득이 클수록 애를 낳는다는 편견은 버려라.애를 키울 수 있는 환경도 부족한 것도 한 몫 하더라.
(애기 병원가는데 새벽부터 줄 서있고.. 진짜 힘들더라..)
현실적인 대책을 마련해보길..","Discard the prejudice that the larger the income, the more you have a shortage of environments.
(I'm going to the baby hospital, but I'm standing in line from dawn.
Prepared realistic measures .."
"왠줄알아? 신생아대책이 고소득자는 하나도 해당되는게 없거든, 부동산 저리대출도 안돼, 신상아 지원도 없어, 뭐하러 애낳냐? 그냥 둘이 펑펑쓰면서 노는게 낫지ㅋㅋㅋ 멍청한 정부놈들 정책이 아주 큰 기여한듯ㅋㅋㅋ","Why do you know?There is no high -income earner in the newborn baby measures, so there is no real estate loan.It's better to just play with the two lol."
년 7000만원이 고소득자냐? 흉기귀족노조들 기본 년봉이 1억인디..무자식이 상팔자여..,Is 70 million won a year?The basic year of the weapon noble union is 100 million ..
"연봉 7천이라봐야 월급 583만원인데, 생활비 270 쓰고 월세 150내고 잘해야 한달에 150 저축해도, 10억짜리 허름한 서울 아파트 사려면 20년 걸린다. 너같음 경력 단절하고 애 낳겠냐?","The salary is 7,000 won, but the monthly salary is 583,000 won, but it takes 20 years to buy a shabby Seoul apartment, even if you save 150 a month, pay 150 your monthly rent, 150 a month.Would you like you to break up your career and have a kid?"
"애를 안낳는건 돈이 없어서 집이 없어서가 아니다.애를 낳아서 책임지기가 귀찮아서다.
한마디로 자유롭게 살고 싶은것.
이기적으로 자라와서 누굴위해 희생을 안하고 
싶어해서 요즘 젊은사람들의 생각.","It is not because there is no money because there is no money because of the lack of money.
In short, I want to live freely.
Growing up selfishly and not sacrificing for anyone
I want to think of young people these days."
"멍청한 짓 하지 말고 그냥 애 낳고 열심히 사는 가정에 지원 팍팍해주라고.그래서 애 안 낳고 사는 사람들이 국가 지원 팍팍 받으면서 행복하게 애 키우는 모습 보고 
'우리도 애 가져볼까?'라는 생각이 절로 들게 만들라고.

애 키울 생각도 없는 것들한테 돈 줘봤자 지들한테 쓰기 바쁘지 절대 애 안 갖는다.
제발 엄한데 돈 쓰지 말고 더 늦기 전에 애들 예쁘게 키우면서 열심히 사는 사람들 살맛 나게 좀 해줘라.","Don't be stupid, but just give birth to a family that lives hard.
Make the idea of ​​'Would we have a kid?'

If you give money to things you don't have to raise, I'm busy writing it.
Please do not spend money, but before it is too late, give the kids beautiful and live hard."
"집이 없어서 애 안 낳는다. 가난해서 못 낳겠다. 이게 아니라 사회적 인식 문제가 더 크다고 봄. TV만 켜면 결혼은 지옥이고, 불륜 막장 일일연속극에 금쪽이들 나와서 부모 엉엉 우는 것만 틀어주는데 아이를 낳고 싶나요?","I don't have a house because I don't have a house.I can't give birth to poor.This is not a bigger social perception problem.If you only turn on the TV, marriage is hell, and the golden side comes out of the daily drama, and you only want to have a child."
이거봐 역시 돈이 문제가 아니야. 애 낳으면 희생이라는 나라망하는 인식부터 바꿔야지,"Look at this too.When I have a baby, I have to change the perception of the country of sacrifice."
요즘 결혼하는 나이가 늦어지면서 출산률이 저조해지는것 같음. 부모님 세대들은 20대 초반에 결혼했기에 임신도 잘됐을거고 요즘에 기본이 30대에 결혼하고 집사고 돈 모아서 결혼하면 거의 30대후반이거나 40. 시험관 과정이 쉬운것도 아니고 그러니 자연스럽게 생기면 애 낳는거고 안생기면 그냥 둘이 살자고 함.,"As the age of getting married these days is slow, the birth rate seems to be slow.My parents were married in their early twenties, so they would have been pregnant, and these days, if the basics are married in their 30s, they buy their homes and collect money, they are almost in their 30s or half in their 30s or in the 40s.I just want to live."
"전 초딩, 예비고..이렇게 딸둘맘입니다 제가 아이들에게 사교육을 강요하는 스타일이 아니라 가고싶다고하면 보내는데 학원 안보내도 알아서 공부는 잘들 하더라구요 집에서 혼자요 건강하고 바르게만 자라달라는 주의인데 애들도 스트레스 안 받고 저도 안받고 둘이 한달 교육비 50만원도 안들어요 어떻게 키우느냐에 따라 천차만별인거 같아요 물론 아이들땜에 힘든적도 있지만 애들이 있어 살아가는데 힘이 되고 볼때마다 행복합니다 요즘 사람들 아이 낳고 기르는거에 너무 무서워하지 않았으면 좋겠어요","I'm a first -time, my daughter.I don't get it and the two don't pay 500,000 won a month."
세금으로 다스리는게 답 무자녀  결혼안한 총각들  먹고살정도 남기고  세금으로  다징수하고  결혼하고 자녀있는 세대는 세금을   아에 없애야  한다  그러면  성공,"Rule with taxes is the answer to the bachelors who are not married, leaving them so much that they can be collected and married with taxes, and the generation of children should remove taxes to ah."
연봉 9천 1억이여도 실수령은 생각보다 작고 세금도 많이 떼감 성과금 얼마받냐에 따라 연봉도 크게 달라짐 집 살려고해도 부부합산연봉초과거나 평수제한때문에 실질적인 저이자 혜택못받음. 애 낳을 마음이 사라짐 이런 사람도 애 낳기 싫은데 퍽이나 출산율 오르것소,"Even if the annual salary is 91 million, the real order is smaller than expected, and the salary is much different depending on how much the tax is received.I don't want to have a child like this, but I don't want to have a child."
부부가 맞벌이로7천이상 벌다가 애낳고 육아때문에 한명이 관두거나 휴직하면 7천 이하로 소득이 떨어져서 그런거같은디요,"If the couple earns more than 7,000 as a double income, and if one person quits or leave because of childcare, his income is less than 7,000."
지금보다 더 열악한 환경에서 키워주신 부모님께 감사하다 진짜...,Thank you for raising me in a worse environment than now.
다둥이 부모들 세금좀 깍아줘라 실질적인 도움이다. 직원 출산률 높이면 법인세깍아줘봐라 기업에서 발벗고 장려한다,"Daddong's parents, cut some taxes.If you increase the birth rate of employee, please cut the corporate tax."
"돈이 없어서 애를 안낳는게 아니라 희생하는 삶을 지양하는게 요즘 사람들인거예요.... 고학력 고소득자일수록 딩크족이 많은 이유입니다 성년돨때까지 월100씩 지원한다...?
그래도 애 안낳아요","It is not because of the lack of money, but it is people these days to avoid sacrificing life.
Still, I don't have a baby"
원래 대체적으로 지능 낮은 애들이 많이 낳아... 다 그렇단건 아니고 대체적으로 그런건 사실임.,"Originally, there are a lot of low -intelligent kids."
애 한명당 10프로 소득세 줄여준다고 해라. 이런 해결책을 써야지 애 낳아봐야 세금떼가서 저소득층한테만 혜택주니 고소득자가 낳겠냐,To reduce 10 % income tax per child.You have to write this solution.
사형 집행하고 법이 제대로 된 나라가 된다면 애 낳겠지,"If you execute the death penalty and become the right country, you will have a child."
조국...문죄인이 불공평한 세상 만들어서 글치...,Motherland ... The literary sinners have made an unfair world ...
년소득 7000 고소득타령 직접 낳아봐라 얼마나 부족한지,Annual income 7000 high income Taral
고소득일수록 여자는 출산과 육아로 드는 기회비용이 더 커짐 ..전문직도 예외없음,"The higher the income, the greater the opportunity cost for childbirth and childcare."
제발 소득 기준을 세후로 잡아주라.. 세금 존내 떼가는데 소득 7천이면 뭐 엄청 잘 사는줄 아냐?세금만 ㅈㄴ 떼가면서 무슨 소득 7천이여,"Please hold the income standards after tax .. If you are a 7,000 income, you can't live well."
출산율 낮다고 난리지만 정부에서 그닥 해주는건 없는 현실 정부에서 하는 어린이집이나 유치원 방과후 신청은 늘 박터짐 낮은 출산율로 애들있는 동네에만 사람이 몰려서 그동네 소아과는 또 예약부터 치열함;;,"The childcare center or kindergarten after school applications that are low, but the government's low birth rate, but the government, is always in the neighborhood with low birth rate, and the pediatric department is fiercely reserved."
전세계 인구 좀 줄여야 하지 않겠니. 저출산 대책에 돈 쏟아 붓는 거 보다 저출산으로 인한 부작용을 최소화하는데 돈 투입하는게 더 좋다고 본다. 돈 더 줘도 애 안나.,Shouldn't we reduce the world's population?It is better to spend money on minimizing the side effects of low birth rates than to spend money on low birth rates.I don't even give me more money.
"맞벌이 부부 ,, 육휴가 1년 밖에 없으니 ,,누가 애 낳을까요??  어린이집 보내고 복귀하면 애 아프면 발동동 ,,,연차쓰기도 어려운 상황이예요;; 공무원만 3년이지,,,일반 직장인은 1년도 눈치보며 쓰는데 누가 낳겠어요","Double -earned couples, only one year of vacation, who will give birth?If you send a daycare center and return, it is difficult to use it if you are sick;Only public officials are three years, but general workers notice for a year, but who will give birth to"
이게 정답이지. 집이 문제가 아니라고. 고용문제가 가장 커. 내가 얼마나 일할수 있을지 불안한거라고.,This is the right answer.The house is not a problem.The biggest employment problem.I'm anxious about how much I can work.
저출산이 사회적 문제라면 해결방법은 간단하다. 자녀 명수별 소득세법 개정해서 다자녀가구에 혜택을 많이주고 자녀없는 소득자에겐 세금을 이빠이 때리면 된다.,"If low birth rate is a social problem, the solution is simple.Revised the income tax law by children's masterpieces, benefit a lot of multi -family households, and hit taxes for earners without children."
애를 왜 낳아서 키우는지 모르겠다 본인들 행복하자고?애들은 어렸을때나 이쁘지ㅡ지금세상에서는 애들도 행복감을 못느낀다ㅡ나 스스로도 행복감을 못느끼는데 굳이 낳고싶지않다ㅡ요즘 살기가 너무힘들다ㅡ가끔 외로울때는 있지만 외롭지않으려고 애한테 죄를 지을수 없다 ㅡ압박감이 장난아니다ㅡ세상살아나가는데 버겁다,I don't know why I have a baby and I don't know why I'm happy? I am pretty when I was young. ㅡ I do not feel happy in the world now.I can't be guilty of a kid in order to not be lonely.
애 안낳는거 그냥 가성비가 너무 나빠. 이쁘고 귀여운건 어릴때나 잠깐이지 나이 좀만들면 금쪽이로 변신 영유부터 해서 비싼 교육비 들여 대학 보내줘야 되고 돈도 못버는 게 허세찌들어서 갤럭시는 ㄴㄴ아이폰에 비싼 잡템들 남들 드는거 지도 가져야하고 나이 서른까지 취업도 제대로 못하니까 위아래로 부모도 자식도 봉양해야되고 ㅋㅋ 요즘 커뮤 트렌드 니가 좋아 낳은거니 애한테 바라지마라 늙어서 병원 같이 가달라는것도 하지말라더라 이렇게 가성비가 나쁜데 낳아야 할 이유가있나?,"The price is just too bad.Pretty and cute is that when I'm young, I'm a little older, and I have to pay expensive educational expenses from the transformation of the gold side, and I can't get the money.Because I can't do it right, my parents and children have to be sealed up and down."
부부합산 7000연봉이 고소득자랜다. ㅋㅋ 먹고살기힘들어 죽자사자 맞벌이해야하니깐 애를 못낳는거지. 배불러서 못낳는줄아네 ㅋㅋ,"The couple's total 7,000 salaries are high -income.ㅋㅋ It's hard to eat and live.I'm not full, so I can't give birth haha"
아니라고..돈많아도  애 안낳는거 보면 모르겠어? 이 세상에 할게 너무 많아.. 혼자 살아도 할게 너무 많아서 결혼안해도 그럭저럭 외롭지 않게 살 수 있어. 돈 없어도 인터넷도 유튜브도 아무것도 없으면 애 낳아. ㅋ 자꾸 원인을 하나로만 생각하지 말아라,"No, even if you don't have a lot of money, you don't know?There are so many things to do in this world .. There are so many to live alone, so you can not live lonely even if you don't get married.Even if you don't have money, if you don't have any Internet or YouTube, you have a baby.ㅋ Do not keep thinking about the cause as one"
애를 키우려면 희생 정신이 필요한데 그보단 내 행복이 더 중요하다로 가치관이 바뀐 게 크지. 북한보다 낮은 출산률인데 무슨 돈 타령이야.,"To raise a child, you need a spirit of sacrifice, but my happiness is more important than that.It's a lower birth rate than North Korea."
"의식수준이 높아질수록 애없이 자유로운걸 좋아하고 , 개인소득을 높히기위해 안낳는다고한다.적게낳으면 크게 가질수있으니까-천계통신","The higher the level of consciousness, the more free to love, and it is said that it does not give birth to increase personal income."
년 7천을 고소득자라니...언제적 근거로 고소득자로 분류하는건지.,"7,000 earners are high -income ... When are you classified as high -income?"
돈때문이 아니라니까. 사람들 가치관이 변한거지. 옛에 못먹고 못살던 시절 많이 낳았잖아. 지금 누가 4~5 명씩 낳고 사나? 한명도 안낳는데,It's not because of money.People's values ​​have changed.I had a lot of days when I couldn't eat it in the old days.Who lives 4-5 people now?I don't have one person
어린나이부터 사교육이 문제임. 사교육,Private education is a problem from a young age.Private education
연봉 7000만원 가구 절대 고소득 아니에요. 1억 이상으로 잡아야 해요...,The annual salary is 70 million won.You have to catch more than 100 million ...
추가합니다 어쩌다 결혼적령기 놓친 사람들 중에서 아이 키우고 싶어하는 사람들 많습니다 대리모 허용하고 일본처럼 정자은행 세우도록 해야함 대리모 합법인 나라들 많음 그놈의 인권타령하는 사람들 가해자 범죄자도 인권이 있다고 부르짖지만 그들 입에서 피해자에 대한 이야기 들어 본 적 없음,Add some people who have missed the marriage age. Many people who want to raise children are allowed to allow surrogate mothers and to build sperm banks like Japan.I have never heard
"아이가 있는 집에 물어보세요. 다시 기회가 온다면 아이를 낳을건지.. 아이 너무 너무 예쁘죠.. 그런데 대한민국은 아이도 부모도 행복해지기 힘든 나라 구조를 가지고 있어요.개천에서 용도 돈 없으면 그냥 개천 살아야 하는 현실..
맞벌이 안하면 애들 키우기 쉽지 않은데 아이 케어는 다 부모 책임이도 도움 받을 곳도 없고 결국 외벌이가 되고 그럼 경제적인 압박을 받고.. 노후는 무너지고 아이들은 경쟁 사회네 내몰리고,, 자식들에게 결혼하라는말 못해요. 독립 시킬 돈도 없고 내 자식이 자식 키우며 허덕이며 사는게 싫습니다.","Ask a house with a child.If you have a chance again, you will have a child. The child is so pretty .. But Korea has a country structure that is hard for children and parents to be happy.
It is not easy to raise kids if you do not work, but eye care is not a parent's responsibility or help, and eventually becomes a foreigner, and then under economic pressure.I can't say it.I don't have any money to independence, my child is raised and I don't want to live."
그거 벌어도 집사고 애낳아서 편히 못키움..,"Even if I earn that, I can't buy it comfortably because I buy a house and get sick."
연 7000 이 고소득자냐. 이나랏놈들은 현실을 너무모름. 무슨정책만했다하면 연소득 4천이하니 5천이니 소득제한거는데 그정도면 겁나 빠듯하게 살아야됨. 최저시급만 해도 3천인데 도대체 국민소득을 어떻게 생각하는거야,"7000 annually is a high income.Inanats do not know the reality.If you have a policy, you have 4,000 annual income, so it's 5,000.The minimum hourly wage is 3,000, but what do you think of national income?"
돈벌어 자기한테 다 쓰는 그행복 말로표현할수 없다. 결혼하고 아이까지 낳으면 월급은 통장을 스쳐지나갈뿐 허무하다,"You can't express it in that happiness that you make money and spend it on yourself.If you get married and give birth to a child, your salary passes through the bank account."
댓글보니 진짜박정희기 옳았다. 사교육금지,"Looking at the comments, Park Jung -hee was right.Private education"
"청년.결혼 다 이것저것 혜택 주지 말고 애를 놓는 부부 부터 많이 낳을수록 차등해서 팍팍 
지원을 해줘야 함","Youth, marriage, don't benefit from this and that, and the more you give birth to a couple who are struggling.
It must be supported"
애안낳는 사람 지원보다 애낳은 부모를 지원해줘라 그래야 애 더 낳고 하지 애낳으라고 백날 지원해줘봘 내낳고 살고 있는 사람들이 힘들다고 하는데 애없는 사람이 애낳겠냐,I support my parents rather than supporting people.
돈이 문제가 아니라 요즘 젊은이들은 아이에게 자신의 삶을 희생하기 싫어해서 그래요.,"Money is not a problem, so young people don't want to sacrifice their lives to their children."
인구 2천만명이면 딱좋다  30년뒤에는 정상화가될겁니다   아무걱정마세요,"If the population is 20 million people, it will be normal after 30 years. Don't worry anything."
지들돈쓰기바쁜데 애낳아쓸돈이디있어  애를낳으면자기인생받처야하는데 요즘mz는 그럴마음이없는데 무슨애를낳아 물질만능주의에 그냥젖은거야,"I'm busy using it, but I'm going to have a baby, but if you have a baby, you have to support your life."
소득이건 지원이건 뭐가 됐던간에 어차피 아이는 부부의 선택. 세금낭비하면서 출산지원 그만좀 하시죠. 어차피 출산율 안올라요. 그 돈으로 어렵게 사는 아이들 지원이나 해주는게 더 현실적이지 않나요?,"Whatever income or support, whatever it is, the child is the choice of the couple.Stop supporting childbirth while wasting taxes.I can't get the birth rate anyway.Isn't it more realistic to support children who live hard with that money?"
